svs_file,y,split,pair_id,animal_id,label,COMPOUND_NAME,dose_level,dose_truncated,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,sacrifice_hours,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE_week,n_findings,n_findings_drug,n_findings_spont,max_grade,findings,topographies,grades,sp_flags,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,CAPTURE_NO,url,FILE_LOCATION,dup_grade_conflict
59408.svs,0,,E0447-G13-P0,E0447-G13-I1,normal,galactosamine,High,0,1000,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,447,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59408.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59408.svs,0
59409.svs,0,,E0447-G13-P1,E0447-G13-I2,normal,galactosamine,High,0,1000,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,447,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59409.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59409.svs,0
59411.svs,1,,E0447-G13-P0,E0447-G13-I3,abnormal,galactosamine,High,0,1000,mg/kg,3 hr,3,Single,intraperitoneal injection,6,2,2,0,minimal,Degeneration; Single cell necrosis,Hepatocyte; Hepatocyte,minimal; minimal,false; false,447,13,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59411.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59411.svs,0
59413.svs,1,,E0447-G13-P1,E0447-G13-I4,abnormal,galactosamine,High,0,1000,mg/kg,3 hr,3,Single,intraperitoneal injection,6,2,2,0,minimal,Degeneration; Single cell necrosis,Hepatocyte; Hepatocyte,minimal; minimal,false; false,447,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59413.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59413.svs,0
59417.svs,1,,E0447-G14-P0,E0447-G14-I1,abnormal,galactosamine,High,0,1000,mg/kg,6 hr,6,Single,intraperitoneal injection,6,3,3,0,slight,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; slight; slight,false; false; false,447,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59417.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59417.svs,0
59420.svs,0,,E0447-G14-P0,E0447-G14-I3,normal,galactosamine,High,0,1000,mg/kg,6 hr,6,Single,intraperitoneal injection,6,0,0,0,,,,,,447,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59420.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59420.svs,0
59426.svs,1,,E0447-G15-P0,E0447-G15-I1,abnormal,galactosamine,High,0,1000,mg/kg,9 hr,9,Single,intraperitoneal injection,6,3,3,0,slight,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; slight; slight,false; false; false,447,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59426.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59426.svs,0
59427.svs,0,,E0447-G15-P0,E0447-G15-I2,normal,galactosamine,High,0,1000,mg/kg,9 hr,9,Single,intraperitoneal injection,6,0,0,0,,,,,,447,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59427.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59427.svs,0
59434.svs,1,,E0447-G16-P0,E0447-G16-I1,abnormal,galactosamine,High,0,1000,mg/kg,24 hr,24,Single,intraperitoneal injection,6,3,3,0,moderate,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; moderate; slight,false; false; false,447,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59434.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59434.svs,0
59436.svs,0,,E0447-G16-P0,E0447-G16-I2,normal,galactosamine,High,0,1000,mg/kg,24 hr,24,Single,intraperitoneal injection,6,0,0,0,,,,,,447,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59436.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59436.svs,0
58708.svs,1,,E0454-G05-P0,E0454-G05-I1,abnormal,cycloheximide,Low,0,1,mg/kg,3 hr,3,Single,intravenous injection,6,1,1,0,slight,Single cell necrosis,Hepatocyte,slight,false,454,5,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58708.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58708.svs,0
58711.svs,0,,E0454-G05-P0,E0454-G05-I2,normal,cycloheximide,Low,0,1,mg/kg,3 hr,3,Single,intravenous injection,6,0,0,0,,,,,,454,5,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58711.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58711.svs,0
58714.svs,0,,E0454-G05-P1,E0454-G05-I3,normal,cycloheximide,Low,0,1,mg/kg,3 hr,3,Single,intravenous injection,6,0,0,0,,,,,,454,5,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58714.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58714.svs,0
58720.svs,1,,E0454-G05-P1,E0454-G05-I5,abnormal,cycloheximide,Low,0,1,mg/kg,3 hr,3,Single,intravenous injection,6,1,1,0,slight,Single cell necrosis,Hepatocyte,slight,false,454,5,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58720.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58720.svs,0
58723.svs,1,,E0454-G06-P0,E0454-G06-I1,abnormal,cycloheximide,Low,0,1,mg/kg,6 hr,6,Single,intravenous injection,6,1,1,0,slight,"Change, eosinophilic",Hepatocyte,slight,false,454,6,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58723.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58723.svs,0
58726.svs,0,,E0454-G06-P0,E0454-G06-I2,normal,cycloheximide,Low,0,1,mg/kg,6 hr,6,Single,intravenous injection,6,0,0,0,,,,,,454,6,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58726.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58726.svs,0
58738.svs,0,,E0454-G07-P0,E0454-G07-I1,normal,cycloheximide,Low,0,1,mg/kg,9 hr,9,Single,intravenous injection,6,0,0,0,,,,,,454,7,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58738.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58738.svs,0
58741.svs,1,,E0454-G07-P0,E0454-G07-I2,abnormal,cycloheximide,Low,0,1,mg/kg,9 hr,9,Single,intravenous injection,6,1,1,0,slight,"Change, eosinophilic",Hepatocyte,slight,false,454,7,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58741.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58741.svs,0
58744.svs,0,,E0454-G07-P1,E0454-G07-I3,normal,cycloheximide,Low,0,1,mg/kg,9 hr,9,Single,intravenous injection,6,0,0,0,,,,,,454,7,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58744.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58744.svs,0
58747.svs,1,,E0454-G07-P1,E0454-G07-I4,abnormal,cycloheximide,Low,0,1,mg/kg,9 hr,9,Single,intravenous injection,6,1,1,0,slight,"Change, eosinophilic",Hepatocyte,slight,false,454,7,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58747.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58747.svs,0
59147.svs,0,,E0455-G14-P0,E0455-G14-I1,normal,tunicamycin,High,0,300,μg/kg,6 hr,6,Single,intraperitoneal injection,6,0,0,0,,,,,,455,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59147.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59147.svs,0
59153.svs,0,,E0455-G14-P1,E0455-G14-I2,normal,tunicamycin,High,0,300,μg/kg,6 hr,6,Single,intraperitoneal injection,6,0,0,0,,,,,,455,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59153.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59153.svs,0
59159.svs,1,,E0455-G14-P0,E0455-G14-I3,abnormal,tunicamycin,High,0,300,μg/kg,6 hr,6,Single,intraperitoneal injection,6,1,1,0,slight,Single cell necrosis,Hepatocyte,slight,false,455,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59159.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59159.svs,0
59171.svs,1,,E0455-G14-P1,E0455-G14-I5,abnormal,tunicamycin,High,0,300,μg/kg,6 hr,6,Single,intraperitoneal injection,6,1,1,0,slight,Single cell necrosis,Hepatocyte,slight,false,455,14,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59171.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59171.svs,0
59206.svs,0,,E0455-G16-P0,E0455-G16-I1,normal,tunicamycin,High,0,300,μg/kg,24 hr,24,Single,intraperitoneal injection,6,0,0,0,,,,,,455,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59206.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59206.svs,0
59212.svs,1,,E0455-G16-P0,E0455-G16-I2,abnormal,tunicamycin,High,0,300,μg/kg,24 hr,24,Single,intraperitoneal injection,6,1,1,0,slight,Single cell necrosis,Hepatocyte,slight,false,455,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59212.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59212.svs,0
59218.svs,0,,E0455-G16-P1,E0455-G16-I3,normal,tunicamycin,High,0,300,μg/kg,24 hr,24,Single,intraperitoneal injection,6,0,0,0,,,,,,455,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59218.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59218.svs,0
59230.svs,1,,E0455-G16-P1,E0455-G16-I5,abnormal,tunicamycin,High,0,300,μg/kg,24 hr,24,Single,intraperitoneal injection,6,1,1,0,slight,Single cell necrosis,Hepatocyte,slight,false,455,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59230.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59230.svs,0
59368.svs,0,,E0456-G07-P0,E0456-G07-I1,normal,phorone,Low,0,40,mg/kg,9 hr,9,Single,intraperitoneal injection,6,0,0,0,,,,,,456,7,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/59368.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59368.svs,0
59375.svs,1,,E0456-G07-P0,E0456-G07-I4,abnormal,phorone,Low,0,40,mg/kg,9 hr,9,Single,intraperitoneal injection,6,1,1,0,minimal,"Vacuolization, cytoplasmic",Midlobular,minimal,false,456,7,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/59375.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59375.svs,0
59425.svs,0,,E0456-G12-P0,E0456-G12-I1,normal,phorone,Middle,0,120,mg/kg,24 hr,24,Single,intraperitoneal injection,6,0,0,0,,,,,,456,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/59425.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59425.svs,0
59432.svs,1,,E0456-G12-P0,E0456-G12-I4,abnormal,phorone,Middle,0,120,mg/kg,24 hr,24,Single,intraperitoneal injection,6,1,1,0,slight,Increased mitosis,Midlobular,slight,false,456,12,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/59432.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59432.svs,0
71067.svs,0,,E0456-G13-P0,E0456-G13-I1,normal,phorone,High,0,400,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,456,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/71067.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/71067.svs,0
59439.svs,1,,E0456-G13-P0,E0456-G13-I2,abnormal,phorone,High,0,400,mg/kg,3 hr,3,Single,intraperitoneal injection,6,3,3,0,minimal,"Change, eosinophilic; Inclusion body, intracytoplasmic; Vacuolization, cytoplasmic",Centrilobular; Hepatocyte; Midlobular,minimal; minimal; minimal,false; false; false,456,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/59439.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59439.svs,0
59441.svs,0,,E0456-G13-P1,E0456-G13-I3,normal,phorone,High,0,400,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,456,13,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/59441.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59441.svs,0
59444.svs,1,,E0456-G13-P1,E0456-G13-I4,abnormal,phorone,High,0,400,mg/kg,3 hr,3,Single,intraperitoneal injection,6,2,2,0,minimal,"Inclusion body, intracytoplasmic; Vacuolization, cytoplasmic",Hepatocyte; Midlobular,minimal; minimal,false; false,456,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phorone/Liver/59444.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59444.svs,0
60062.svs,0,,E0458-G09-P0,E0458-G09-I1,normal,diethyl maleate,Middle,0,240,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,458,9,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60062.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60062.svs,0
60064.svs,0,,E0458-G09-P1,E0458-G09-I2,normal,diethyl maleate,Middle,0,240,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,458,9,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60064.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60064.svs,0
60067.svs,1,,E0458-G09-P0,E0458-G09-I3,abnormal,diethyl maleate,Middle,0,240,mg/kg,3 hr,3,Single,intraperitoneal injection,6,1,1,0,minimal,Increased mitosis,Midlobular,minimal,false,458,9,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60067.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60067.svs,0
60070.svs,1,,E0458-G09-P1,E0458-G09-I4,abnormal,diethyl maleate,Middle,0,240,mg/kg,3 hr,3,Single,intraperitoneal injection,6,1,1,0,minimal,"Vacuolization, cytoplasmic",Midlobular,minimal,false,458,9,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60070.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60070.svs,0
60114.svs,1,,E0458-G13-P0,E0458-G13-I1,abnormal,diethyl maleate,High,0,800,mg/kg,3 hr,3,Single,intraperitoneal injection,6,1,1,0,minimal,Necrosis,Hepatocyte,minimal,false,458,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60114.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60114.svs,0
60122.svs,0,,E0458-G13-P0,E0458-G13-I4,normal,diethyl maleate,High,0,800,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,458,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60122.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60122.svs,0
71072.svs,1,,E0458-G15-P0,E0458-G15-I1,abnormal,diethyl maleate,High,0,800,mg/kg,9 hr,9,Single,intraperitoneal injection,6,1,1,0,minimal,Necrosis,Hepatocyte,minimal,false,458,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/71072.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/71072.svs,0
71073.svs,0,,E0458-G15-P0,E0458-G15-I2,normal,diethyl maleate,High,0,800,mg/kg,9 hr,9,Single,intraperitoneal injection,6,0,0,0,,,,,,458,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/71073.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/71073.svs,0
60144.svs,0,,E0458-G15-P1,E0458-G15-I3,normal,diethyl maleate,High,0,800,mg/kg,9 hr,9,Single,intraperitoneal injection,6,0,0,0,,,,,,458,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60144.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60144.svs,0
60147.svs,1,,E0458-G15-P1,E0458-G15-I4,abnormal,diethyl maleate,High,0,800,mg/kg,9 hr,9,Single,intraperitoneal injection,6,1,1,0,minimal,Single cell necrosis,Hepatocyte,minimal,false,458,15,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60147.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60147.svs,0
38563.svs,0,,E0463-G12-P0,E0463-G12-I1,normal,disopyramide,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,463,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38563.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38563.svs,0
38569.svs,1,,E0463-G12-P0,E0463-G12-I2,abnormal,disopyramide,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,463,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38569.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38569.svs,0
38573.svs,0,,E0463-G12-P1,E0463-G12-I3,normal,disopyramide,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,463,12,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38573.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38573.svs,0
38583.svs,1,,E0463-G12-P1,E0463-G12-I5,abnormal,disopyramide,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,463,12,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38583.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38583.svs,0
38613.svs,1,,E0463-G14-P0,E0463-G14-I1,abnormal,disopyramide,High,0,400,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,463,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38613.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38613.svs,0
38618.svs,0,,E0463-G14-P0,E0463-G14-I2,normal,disopyramide,High,0,400,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,463,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38618.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/disopyramide/Liver/38618.svs,0
